marka,Isletim_Sistemi,Islemci_Tipi,Islemci_Nesli,Cozunurluk,SSD_Kapasitesi,Ram,Hard_Disk_Kapasitesi,Ekran_Yenileme_Hizi,Ekran_Karti,Ekran_Boyutu,Fiyat
dell,Free Dos,Intel Core i9,13.0,1920 x 1080,2.0,64.0,0.0,165.0,Nvidia GeForce RTX 4060,15.6,55.1609
hp,Free Dos,AMD Ryzen 7,5.0,1920 x 1080,512.0,16.0,0.0,60.0,AMD Radeon Graphics,14.0,17.3999
asus,Free Dos,Intel Xeon,13.0,1920 x 1280,1.0,32.0,256.0,120.0,Intel Iris Pro Graphics,15.6,10.5299
msi,Windows,Intel Core i7,13.0,1920 x 1200,1.0,16.0,0.0,144.0,Nvidia GeForce RTX 4080,16.0,79.899
asus,Free Dos,Intel Core i5,12.0,1920 x 1080,1.0,16.0,0.0,60.0,Intel Iris Graphics,15.6,15.899
hp,Free Dos,Intel Core i7,12.0,1920 x 1080,512.0,16.0,0.0,60.0,Dahili Ekran Kartı,14.0,22.2045
hp,Windows,AMD Ryzen 7,5.0,1920 x 1080,512.0,32.0,0.0,60.0,AMD Radeon Vega 8,15.6,14.999
asus,Windows,Intel Core i5,12.0,1920 x 1080,512.0,8.0,0.0,60.0,Intel Iris Graphics,15.6,15.299
lenovo,Windows,Intel Core i5,11.0,1920 x 1080,1.0,16.0,0.0,60.0,Intel Iris Graphics,15.6,16.499
monster,Windows,Intel Core i7,12.0,1920 x 1080,500.0,16.0,0.0,144.0,Nvidia GeForce RTX 4060,17.3,43.299
dell,Free Dos,Intel Core i7,12.0,1920 x 1080,1.0,32.0,0.0,120.0,Dahili Ekran Kartı,15.6,21.2574
hp,Free Dos,Intel Core i5,12.0,1920 x 1080,512.0,16.0,0.0,60.0,Intel Iris Graphics,15.6,18.6
hp,Windows,Intel Core i5,11.0,1920 x 1080,512.0,8.0,0.0,60.0,Intel Iris Graphics,15.6,13.999
acer,Windows,AMD Ryzen 5,7.0,1920 x 1080,512.0,8.0,0.0,60.0,AMD Radeon Graphics,15.6,17.3731
casper,Free Dos,Intel Core i5,12.0,1920 x 1080,500.0,32.0,0.0,60.0,Intel Iris Graphics,15.6,20.499
asus,Free Dos,Intel Core i7,13.0,1920 x 1080,1.0,24.0,0.0,60.0,Dahili Ekran Kartı,15.6,25.999
asus,Free Dos,Intel Celeron,5.0,1366 x 768,512.0,16.0,0.0,60.0,Intel UHD Graphics 600,15.6,11.6811
lenovo,Windows,AMD Ryzen 3,13.0,1920 x 1080,256.0,20.0,0.0,60.0,AMD Radeon Graphics,14.0,15.0
lenovo,Free Dos,AMD Ryzen 7,5.0,1920 x 1080,512.0,8.0,0.0,60.0,AMD,15.6,17.399
asus,Free Dos,Intel Core i7,12.0,1920 x 1080,1.0,16.0,0.0,144.0,Nvidia GeForce RTX 3050,15.6,34.1946
dell,Windows,AMD Ryzen 5,5.0,1920 x 1080,256.0,16.0,0.0,120.0,AMD Radeon Graphics,15.6,13.8904
lenovo,Free Dos,Intel Core i5,12.0,1920 x 1080,512.0,16.0,0.0,90.0,Intel XE Graphics,15.6,18.999
lenovo,Free Dos,Intel Core i5,12.0,1920 x 1080,256.0,16.0,0.0,60.0,Dahili Ekran Kartı,15.6,14.3999
lenovo,Free Dos,Intel Core i7,12.0,1920 x 1080,512.0,16.0,0.0,60.0,Nvidia GeForce MX550,15.6,27.999
hp,Free Dos,Intel Core i5,11.0,1920 x 1080,256.0,16.0,0.0,60.0,Intel XE Graphics,15.6,12.6999
hp,Windows,AMD Ryzen 7,5.0,1920 x 1080,2.0,32.0,0.0,144.0,Nvidia GeForce RTX 3050 Ti,16.1,31.999
hp,Free Dos,AMD Ryzen 5,7.0,1920 x 1080,512.0,16.0,0.0,144.0,Nvidia GeForce RTX 4050,16.1,33.999
hp,Free Dos,Intel Core i7,12.0,1920 x 1080,512.0,32.0,0.0,60.0,Intel Iris Graphics,15.6,23.9999
lenovo,Free Dos,Intel Core i5,12.0,1920 x 1080,256.0,8.0,0.0,60.0,Belirtilmemiş,15.6,22.225
asus,Windows,Intel Core i5,10.0,1920 x 1080,512.0,16.0,0.0,60.0,Nvidia GeForce GTX 1650,15.6,26.6238
dell,Windows,Intel Core i7,13.0,2560 x 1600,1.0,16.0,0.0,240.0,Nvidia GeForce RTX 4060,16.0,47.049
asus,Free Dos,AMD Ryzen 7,3.0,1920 x 1080,512.0,16.0,1.0,60.0,AMD Radeon Graphics,15.6,15.749
dell,Windows,AMD Ryzen 7,5.0,1920 x 1080,1.0,32.0,0.0,120.0,Dahili Ekran Kartı,15.6,18.899
lenovo,Windows,AMD A6,8.0,1366 x 768,128.0,4.0,0.0,60.0,AMD Radeon R4,15.6,12.65
dell,Free Dos,AMD Ryzen 5,3.0,1920 x 1080,256.0,8.0,0.0,60.0,AMD Radeon Vega 8,15.6,12.728
asus,Windows,Intel Core i7,12.0,2880 x 1800,0.0,16.0,1.0,60.0,Intel Iris Graphics,14.0,56.4995
hp,Free Dos,Intel Core i5,11.0,1920 x 1080,512.0,16.0,0.0,60.0,Intel Iris Graphics,15.6,13.549
dell,Free Dos,Intel Core i5,11.0,1920 x 1080,1.0,16.0,0.0,60.0,Intel Iris Graphics,15.6,14.3481
lenovo,Windows 11,Intel Core i7,11.0,1920 x 1080,1.0,32.0,0.0,60.0,Nvidia GeForce MX450,15.6,35.0598
asus,Windows,Intel Core i3,11.0,1920 x 1080,128.0,8.0,0.0,60.0,Intel UHD Graphics,15.6,9.999
lenovo,Windows 11,Intel Core i5,11.0,1920 x 1080,256.0,8.0,0.0,60.0,Paylaşımlı,15.6,17.75
casper,Windows,Intel Core i5,12.0,1920 x 1080,500.0,16.0,0.0,60.0,Intel Iris Graphics,15.6,17.899
lenovo,Free Dos,AMD A4,2.0,2256 x 1504,500.0,8.0,256.0,60.0,AMD Radeon R5 M430,14.0,11.6749
everest,Free Dos,Intel Core i5,11.0,1920 x 1080,1.0,16.0,0.0,60.0,Intel Iris Graphics,15.6,12.7701
hp,Windows,Intel Core i5,11.0,1920 x 1080,512.0,16.0,0.0,60.0,Intel HD Graphics,15.6,15.4507
asus,Free Dos,Intel Core i5,11.0,1920 x 1080,512.0,16.0,0.0,60.0,Dahili Ekran Kartı,15.6,15.9999
technopc,Free Dos,Intel Pentium,3.0,1920 x 1080,128.0,4.0,250.0,,Intel UHD Graphics 600,14.0,6.999
lenovo,Free Dos,Intel Core i3,12.0,1920 x 1080,512.0,16.0,0.0,60.0,Intel UHD Graphics,15.6,12.0652
hp,Chrome OS,Apple M1 Pro,1.0,2560 x 1664,4.0,48.0,1.0,360.0,Nvidia GeForce MX450,16.1,32.9999
asus,Windows,Intel Core i5,10.0,2880 x 1800,512.0,16.0,0.0,90.0,Intel XE Graphics,14.0,37.48
hp,Windows,Intel Core i5,12.0,1920 x 1080,512.0,8.0,0.0,60.0,Intel Iris Graphics,14.0,29.999
asus,Free Dos,AMD Ryzen 9,7.0,2560 x 1440,1.0,16.0,0.0,240.0,Nvidia GeForce RTX 4070,17.3,65.999
asus,Windows,Intel Core i5,13.0,2880 x 1620,512.0,16.0,512.0,120.0,Nvidia GeForce RTX 4050,15.6,46.701
asus,Windows,Intel Core i3,11.0,1920 x 1080,128.0,4.0,0.0,60.0,Intel HD Graphics 610,15.6,9.699
lenovo,,,,,512.0,,0.0,,,15.6,14.999
acer,Free Dos,Intel Core i5,12.0,1920 x 1080,1.0,8.0,0.0,144.0,Nvidia GeForce RTX 4050,15.6,29.89
asus,,,,,,,,,,,10.949
acer,Windows,Intel Core i3,3.0,1920 x 1080,512.0,4.0,0.0,60.0,Intel UHD Graphics,15.6,10.299
lenovo,Free Dos,Intel Core i5,12.0,1920 x 1080,256.0,24.0,0.0,60.0,Dahili Ekran Kartı,15.6,15.9999
lenovo,Windows,Intel Pentium,5.0,1920 x 1200,4.0,4.0,2.0,90.0,Dahili Ekran Kartı,15.6,31.999
acer,Windows,Intel Core i5,11.0,1920 x 1080,2.0,40.0,0.0,60.0,Intel Iris Graphics,15.6,20.8
lenovo,Windows,Intel Celeron,1.0,1366 x 768,1.0,4.0,0.0,60.0,Intel UHD Graphics 600,15.6,9.7083
lenovo,Free Dos,Intel Core i7,12.0,1920 x 1080,1.0,32.0,0.0,120.0,Nvidia GeForce RTX 3060 Ti,15.6,39.4028
acer,Free Dos,Intel Core i5,10.0,1920 x 1080,512.0,8.0,0.0,60.0,Nvidia GeForce RTX 3050,15.6,21.3163
asus,Free Dos,AMD Ryzen 5,7.0,1920 x 1080,512.0,8.0,0.0,60.0,AMD Radeon Graphics,15.6,12.299
acer,Free Dos,Intel Core i5,12.0,1920 x 1080,512.0,8.0,0.0,144.0,Nvidia GeForce RTX 4050,15.6,29.999
lenovo,,,,,,,,,,,19.999
hp,Windows,Intel Core i5,11.0,1920 x 1080,512.0,8.0,0.0,60.0,Dahili Ekran Kartı,15.6,13.799
dell,Free Dos,Intel Core i5,11.0,1920 x 1080,256.0,8.0,0.0,120.0,Intel Iris Graphics,15.6,12.7701
asus,Free Dos,Intel Core i5,12.0,1920 x 1080,512.0,16.0,0.0,60.0,Intel XE Graphics,15.6,15.8999
lenovo,Windows 11,AMD Ryzen 5,10.0,1920 x 1080,512.0,16.0,0.0,60.0,Paylaşımlı,15.6,19.1
acer,Windows,Intel Core i5,12.0,1920 x 1080,512.0,32.0,0.0,144.0,Nvidia GeForce RTX 3050 Ti,15.6,27.6183
lenovo,Windows,Intel Core i3,11.0,1920 x 1080,256.0,12.0,1.0,60.0,Dahili Ekran Kartı,14.0,21.666
hp,Windows,Intel Core i5,11.0,1920 x 1080,512.0,16.0,0.0,60.0,Intel HD Graphics,15.6,18.4765
dell,Free Dos,Intel Core i3,11.0,1366 x 768,256.0,4.0,0.0,60.0,Intel UHD Graphics,14.0,8.8101
hp,Free Dos,AMD Ryzen 5,5.0,1920 x 1080,2.0,16.0,0.0,60.0,AMD Radeon Graphics,15.6,20.6
lenovo,Free Dos,Intel Core i5,12.0,1920 x 1080,512.0,16.0,0.0,60.0,Intel Iris Graphics,15.6,14.8998
monster,,,,,,,,,,,23.899
asus,Free Dos,Intel Core i7,13.0,1920 x 1080,1.0,24.0,0.0,60.0,Intel XE Graphics,15.6,25.2441
lenovo,Windows,Intel Core i5,13.0,1920 x 1080,256.0,8.0,0.0,60.0,Dahili Ekran Kartı,15.6,16.299
casper,Free Dos,Intel Core i5,12.0,1920 x 1080,1.0,16.0,0.0,60.0,Intel Iris Graphics,15.6,15.899
dell,Free Dos,Intel Core i5,12.0,1920 x 1080,512.0,16.0,0.0,120.0,Dahili Ekran Kartı,15.6,15.7831
asus,Windows,AMD Ryzen 5,13.0,1920 x 1200,1.0,16.0,0.0,60.0,AMD Radeon Graphics,14.0,28.099
acer,Free Dos,Intel Core i5,11.0,1920 x 1080,256.0,12.0,0.0,60.0,Intel Iris Plus Graphics,15.6,13.6499
hp,Windows,Intel Core i5,11.0,1920 x 1080,256.0,8.0,0.0,60.0,Intel Iris Graphics,15.6,13.299
asus,Windows,Intel Core i5,10.0,1920 x 1080,512.0,8.0,512.0,90.0,Intel XE Graphics,15.6,20.899
lenovo,Free Dos,Intel Core i7,9.0,1920 x 1080,512.0,16.0,0.0,60.0,Nvidia GeForce GTX 1650,15.6,32.499
dell,Free Dos,Intel Core i5,10.0,1920 x 1080,256.0,8.0,0.0,60.0,Intel Iris Graphics,15.6,14.2403
dell,Free Dos,Intel Core i5,12.0,1920 x 1080,256.0,8.0,0.0,60.0,Intel Iris Graphics,15.6,14.1325
dell,Free Dos,Intel Core i5,12.0,1920 x 1080,256.0,12.0,0.0,60.0,Intel Iris Graphics,15.6,14.4919
dell,Windows,Intel Core i5,11.0,1366 x 768,256.0,20.0,1.0,60.0,Nvidia GeForce MX330,14.0,16.1425
dell,Windows,Intel Core i5,11.0,1366 x 768,512.0,20.0,1.0,60.0,Nvidia GeForce MX330,14.0,16.6099
dell,Free Dos,AMD,1.0,1280 x 800,128.0,1.0,250.0,60.0,Dahili Ekran Kartı,14.0,12.8409
dell,Windows,Intel Core i5,11.0,1366 x 768,1.0,20.0,0.0,60.0,Nvidia GeForce MX330,14.0,16.3582
dell,Windows,Intel Core i5,11.0,1366 x 768,1.0,32.0,0.0,60.0,Nvidia GeForce MX330,14.0,17.1111
dell,Windows,Intel Core i5,11.0,1366 x 768,2.0,24.0,1.0,60.0,Nvidia GeForce MX330,14.0,18.6559
dell,Windows,Intel Core i5,11.0,1366 x 768,2.0,24.0,0.0,60.0,Nvidia GeForce MX330,14.0,17.9739
dell,Windows,Intel Core i5,11.0,1366 x 768,512.0,32.0,0.0,60.0,Nvidia GeForce MX330,14.0,16.1425
dell,Windows,Intel Core i5,11.0,1366 x 768,256.0,24.0,1.0,60.0,Nvidia GeForce MX330,14.0,16.2144
dell,Windows,Intel Core i5,11.0,1366 x 768,512.0,32.0,1.0,60.0,Nvidia GeForce MX330,14.0,17.183
dell,Windows,Intel Core i5,11.0,1366 x 768,512.0,32.0,0.0,60.0,Nvidia GeForce MX330,14.0,16.3223
dell,Windows,Intel Core i5,11.0,1366 x 768,256.0,24.0,0.0,60.0,Nvidia GeForce MX330,14.0,15.3537
dell,Windows,Intel Core i5,11.0,1366 x 768,512.0,24.0,1.0,60.0,Nvidia GeForce MX330,14.0,16.6818
dell,Windows,Intel Core i5,11.0,1366 x 768,1.0,8.0,0.0,60.0,Nvidia GeForce MX330,14.0,15.3177
dell,Free Dos,Intel Core i5,11.0,1366 x 768,2.0,20.0,1.0,60.0,Nvidia GeForce MX330,14.0,17.1471
dell,Windows,Intel Core i5,11.0,1366 x 768,2.0,32.0,1.0,60.0,Nvidia GeForce MX330,14.0,19.3379
dell,Windows,Intel Core i5,11.0,1366 x 768,256.0,20.0,1.0,60.0,Nvidia GeForce MX330,14.0,15.9638
dell,Windows,Intel Core i5,11.0,1366 x 768,2.0,8.0,1.0,60.0,Nvidia GeForce MX330,14.0,17.3638
dell,Windows,Intel Core i5,11.0,1366 x 768,1.0,12.0,1.0,60.0,Nvidia GeForce MX330,14.0,16.3582
dell,Windows,Intel Core i5,11.0,1366 x 768,2.0,32.0,0.0,60.0,Nvidia GeForce MX330,14.0,18.4752
dell,Windows,Intel Core i5,11.0,1366 x 768,2.0,12.0,0.0,60.0,Nvidia GeForce MX330,14.0,17.219
dell,Windows,Intel Core i5,11.0,1366 x 768,2.0,8.0,0.0,60.0,Nvidia GeForce MX330,14.0,16.6818
dell,Windows,Intel Core i5,11.0,1366 x 768,512.0,24.0,1.0,60.0,Nvidia GeForce MX330,14.0,16.8605
dell,Free Dos,Intel Core i5,11.0,1366 x 768,512.0,24.0,1.0,60.0,Nvidia GeForce MX330,14.0,15.2458
dell,Windows,Intel Core i5,11.0,1366 x 768,512.0,32.0,0.0,60.0,Nvidia GeForce MX330,14.0,16.501
dell,Windows,Intel Core i5,11.0,1366 x 768,2.0,12.0,1.0,60.0,Nvidia GeForce MX330,14.0,17.901
dell,Windows,Intel Core i5,11.0,1366 x 768,2.0,8.0,1.0,60.0,Nvidia GeForce MX330,14.0,17.5425
dell,Windows,Intel Core i5,11.0,1366 x 768,2.0,12.0,1.0,60.0,Nvidia GeForce MX330,14.0,18.0817
dell,Windows,Intel Core i5,11.0,1366 x 768,1.0,20.0,0.0,60.0,Nvidia GeForce MX330,14.0,15.9997
dell,Windows,Intel Core i5,11.0,1366 x 768,1.0,8.0,1.0,60.0,Nvidia GeForce MX330,14.0,16.1785
dell,Windows,Intel Core i5,11.0,1366 x 768,1.0,20.0,0.0,60.0,Nvidia GeForce MX330,14.0,16.1785
dell,Windows,Intel Core i5,11.0,1366 x 768,512.0,24.0,0.0,60.0,Nvidia GeForce MX330,14.0,15.9997
dell,Windows,Intel Core i5,11.0,1366 x 768,1.0,8.0,1.0,60.0,Nvidia GeForce MX330,14.0,15.9997
dell,Windows,Intel Core i5,11.0,1366 x 768,2.0,8.0,1.0,60.0,Nvidia GeForce MX330,14.0,17.7222
dell,Windows,Intel Core i5,11.0,1366 x 768,256.0,24.0,1.0,60.0,Nvidia GeForce MX330,14.0,16.3942
dell,Windows,Intel Core i5,11.0,1366 x 768,2.0,32.0,0.0,60.0,Nvidia GeForce MX330,14.0,18.2964
dell,Windows,Intel Core i5,11.0,1366 x 768,256.0,32.0,0.0,60.0,Nvidia GeForce MX330,14.0,15.6762
dell,Free Dos,Intel Core i5,11.0,1366 x 768,256.0,32.0,1.0,60.0,Nvidia GeForce MX330,14.0,15.2818
dell,Windows,Intel Core i5,11.0,1366 x 768,512.0,24.0,1.0,60.0,Nvidia GeForce MX330,14.0,16.501
dell,Windows,Intel Core i5,11.0,1366 x 768,1.0,20.0,1.0,60.0,Nvidia GeForce MX330,14.0,16.8605
dell,Windows,Intel Core i5,11.0,1366 x 768,256.0,32.0,1.0,60.0,Nvidia GeForce MX330,14.0,16.7177
dell,Windows,Intel Core i5,11.0,1366 x 768,1.0,20.0,1.0,60.0,Nvidia GeForce MX330,14.0,17.0402
dell,Windows,Intel Core i5,11.0,1366 x 768,2.0,12.0,1.0,60.0,Nvidia GeForce MX330,14.0,17.7222
dell,Windows,Intel Core i5,11.0,1366 x 768,2.0,32.0,1.0,60.0,Nvidia GeForce MX330,14.0,19.1572
dell,Windows,Intel Core i5,11.0,1366 x 768,2.0,20.0,1.0,60.0,Nvidia GeForce MX330,14.0,18.4043
dell,Windows,Intel Core i5,11.0,1366 x 768,512.0,24.0,0.0,60.0,Nvidia GeForce MX330,14.0,15.819
dell,Windows,Intel Core i5,11.0,1366 x 768,512.0,20.0,1.0,60.0,Nvidia GeForce MX330,14.0,16.4291
dell,Free Dos,Intel Core i5,11.0,1366 x 768,2.0,8.0,1.0,60.0,Nvidia GeForce MX330,14.0,16.1066
dell,Windows,Intel Core i5,11.0,1366 x 768,2.0,32.0,1.0,60.0,Nvidia GeForce MX330,14.0,19.5166
dell,Windows,Intel Core i5,11.0,1366 x 768,512.0,20.0,1.0,60.0,Nvidia GeForce MX330,14.0,16.2504
dell,Windows,Intel Core i5,11.0,1366 x 768,2.0,32.0,0.0,60.0,Nvidia GeForce MX330,14.0,18.6559
dell,Free Dos,Intel Core i5,11.0,1366 x 768,1.0,32.0,1.0,60.0,Nvidia GeForce MX330,14.0,16.3582
dell,Windows,Intel Core i5,11.0,1366 x 768,256.0,32.0,1.0,60.0,Nvidia GeForce MX330,14.0,16.537
dell,Windows,Intel Core i5,11.0,1366 x 768,256.0,32.0,1.0,60.0,Nvidia GeForce MX330,14.0,16.8964
dell,Windows,Intel Core i5,11.0,1366 x 768,2.0,8.0,0.0,60.0,Nvidia GeForce MX330,14.0,16.501
dell,Windows,Intel Core i5,11.0,1366 x 768,512.0,32.0,1.0,60.0,Nvidia GeForce MX330,14.0,17.3638
dell,Windows,Intel Core i5,11.0,1366 x 768,1.0,16.0,1.0,60.0,Nvidia GeForce MX330,14.0,16.6818
dell,Windows,Intel Core i5,11.0,1366 x 768,2.0,16.0,0.0,60.0,Nvidia GeForce MX330,14.0,17.3638
dell,Windows,Intel Core i5,11.0,1366 x 768,2.0,16.0,1.0,60.0,Nvidia GeForce MX330,14.0,18.4043
dell,Windows,Intel Core i5,11.0,1366 x 768,1.0,24.0,1.0,60.0,Nvidia GeForce MX330,14.0,17.4706
dell,Windows,Intel Core i5,11.0,1366 x 768,2.0,24.0,1.0,60.0,Nvidia GeForce MX330,14.0,18.8346
dell,Windows,Intel Core i5,11.0,1366 x 768,2.0,20.0,1.0,60.0,Nvidia GeForce MX330,14.0,18.583
dell,Linux,Intel Core i5,11.0,1920 x 1080,512.0,8.0,0.0,60.0,Intel UHD Graphics,15.6,16.2446
dell,Ubuntu,Intel Core i5,11.0,1920 x 1080,256.0,8.0,0.0,60.0,Dahili Ekran Kartı,14.0,13.9999
msi,Windows,Intel Core i9,13.0,2560 x 1600,2.0,64.0,0.0,240.0,Nvidia GeForce RTX 4070,17.3,89.999
lenovo,Windows,Intel Core i5,11.0,1920 x 1080,512.0,12.0,0.0,60.0,Intel Iris Graphics,15.6,15.099
asus,Free Dos,Intel Celeron,13.0,1920 x 1080,128.0,16.0,0.0,60.0,Intel UHD Graphics,15.6,9.199
lenovo,Windows,AMD Ryzen 7,5.0,1920 x 1080,512.0,24.0,0.0,60.0,AMD Radeon Graphics,15.6,17.628
asus,Windows,Intel Celeron,13.0,1920 x 1080,128.0,4.0,0.0,60.0,Intel UHD Graphics,14.0,8.799
lenovo,Free Dos,Intel Core i5,12.0,1920 x 1080,512.0,16.0,0.0,60.0,Intel Iris Graphics,14.0,25.631
asus,Windows,Intel Core i3,11.0,1920 x 1080,256.0,8.0,0.0,60.0,Dahili Ekran Kartı,15.6,11.799
lenovo,Free Dos,AMD Ryzen 7,5.0,1920 x 1080,512.0,16.0,0.0,60.0,AMD Radeon Graphics,15.6,13.499
lenovo,Windows,Intel Core i5,11.0,1366 x 768,512.0,20.0,0.0,60.0,Nvidia GeForce MX330,14.0,15.7471
lenovo,Windows,Intel Core i5,11.0,1366 x 768,256.0,20.0,0.0,60.0,Nvidia GeForce MX330,14.0,15.2818
lenovo,Windows,Intel Core i5,11.0,1920 x 1080,256.0,12.0,0.0,60.0,Intel XE Graphics,15.6,14.7483
hp,Free Dos,AMD Ryzen 3,5.0,1920 x 1080,512.0,32.0,0.0,60.0,AMD Radeon Graphics,15.6,14.8
asus,Free Dos,Intel Core i5,12.0,1920 x 1080,1.0,16.0,0.0,60.0,Intel UHD Graphics,15.6,19.999
lenovo,Windows,Intel Pentium,5.0,1920 x 1200,4.0,4.0,2.0,90.0,Dahili Ekran Kartı,15.6,31.999
lenovo,Free Dos,Intel Core i5,11.0,1366 x 768,1.0,12.0,1.0,60.0,Nvidia GeForce MX330,14.0,14.9223
lenovo,Free Dos,Intel Core i5,11.0,1366 x 768,1.0,8.0,1.0,60.0,Nvidia GeForce MX330,14.0,14.5638
asus,Windows,Intel Celeron,4.0,1920 x 1080,128.0,4.0,0.0,60.0,Intel UHD Graphics 600,15.6,7.65
monster,Free Dos,Intel Core i7,13.0,2560 x 1600,500.0,16.0,0.0,165.0,Nvidia GeForce RTX 4070,16.0,57.999
asus,Windows,AMD Ryzen 5,5.0,2880 x 1800,1.0,16.0,0.0,90.0,Dahili Ekran Kartı,14.0,36.999
asus,Linux,Apple M1 Pro,12.0,2340 x 1440,480.0,48.0,256.0,120.0,AMD R7 250,10.6,9.949
everest,Free Dos,Intel Core i5,11.0,1920 x 1080,1.0,16.0,0.0,60.0,Intel Iris Graphics,15.6,12.8191
hp,Free Dos,Intel Core i5,11.0,1920 x 1080,1.0,24.0,0.0,60.0,Dahili Ekran Kartı,15.6,13.699
asus,Windows,Intel Core i5,12.0,1920 x 1080,256.0,16.0,0.0,60.0,Intel XE Graphics,15.6,16.999
hp,Free Dos,AMD Ryzen 7,7.0,1920 x 1080,512.0,16.0,0.0,144.0,Nvidia GeForce RTX 4050,16.1,33.899
dell,Windows,Intel Core i5,12.0,1920 x 1080,256.0,12.0,0.0,60.0,Intel Iris Graphics,15.6,15.7471
dell,Windows,Intel Core i5,10.0,1920 x 1080,256.0,8.0,0.0,60.0,Intel Iris Graphics,15.6,15.4965
dell,Windows,Intel Core i5,10.0,1920 x 1080,256.0,12.0,0.0,60.0,Intel Iris Graphics,15.6,15.855
dell,Windows,Intel Core i5,10.0,1920 x 1080,256.0,8.0,0.0,60.0,Intel Iris Graphics,15.6,15.4965
dell,Free Dos,Intel Core i5,10.0,1920 x 1080,256.0,16.0,0.0,60.0,Intel Iris Graphics,15.6,14.9223
dell,Free Dos,Intel Core i5,10.0,1920 x 1080,512.0,8.0,0.0,60.0,Intel Iris Graphics,15.6,14.7999
dell,Free Dos,Intel Core i5,10.0,1920 x 1080,256.0,12.0,0.0,60.0,Intel Iris Graphics,15.6,14.5998
dell,Free Dos,Intel Core i5,10.0,1920 x 1080,512.0,12.0,0.0,60.0,Intel Iris Graphics,15.6,15.0651
dell,Free Dos,Intel Core i5,10.0,1920 x 1080,512.0,16.0,0.0,60.0,Intel Iris Graphics,15.6,15.3886
dell,Windows,Intel Core i5,12.0,1920 x 1080,512.0,8.0,0.0,60.0,Intel Iris Graphics,15.6,16.2144
dell,Windows,Intel Core i5,12.0,1920 x 1080,256.0,8.0,0.0,60.0,Intel Iris Graphics,15.6,15.7471
dell,Windows,Intel Core i5,12.0,1920 x 1080,256.0,8.0,0.0,60.0,Intel Iris Graphics,15.6,15.3886
dell,Windows,Intel Core i5,12.0,1920 x 1080,256.0,12.0,0.0,60.0,Intel Iris Graphics,15.6,15.7471
dell,Windows,Intel Core i5,12.0,1920 x 1080,256.0,16.0,0.0,60.0,Intel Iris Graphics,15.6,16.2504
dell,Windows,Intel Core i5,12.0,1920 x 1080,512.0,8.0,0.0,60.0,Intel Iris Graphics,15.6,15.855
dell,Windows,Intel Core i5,12.0,1920 x 1080,512.0,8.0,0.0,60.0,Intel Iris Graphics,15.6,16.0357
dell,Windows,Intel Core i5,12.0,1920 x 1080,256.0,8.0,0.0,60.0,Intel Iris Graphics,15.6,15.5684
dell,Windows,Intel Core i5,12.0,1920 x 1080,512.0,12.0,0.0,60.0,Intel Iris Graphics,15.6,16.2144
dell,Windows,Intel Core i5,12.0,1920 x 1080,256.0,16.0,0.0,60.0,Intel Iris Graphics,15.6,16.0706
dell,Windows,Intel Core i5,12.0,1920 x 1080,256.0,12.0,0.0,60.0,Intel Iris Graphics,15.6,15.9279
dell,Windows,Intel Core i5,12.0,1920 x 1080,512.0,8.0,0.0,60.0,Intel Iris Graphics,15.6,15.855
dell,Windows,Intel Core i5,12.0,1920 x 1080,512.0,12.0,0.0,60.0,Intel Iris Graphics,15.6,16.2144
dell,Windows,Intel Core i5,12.0,1920 x 1080,256.0,16.0,0.0,60.0,Intel Iris Graphics,15.6,16.0706
dell,Windows,Intel Core i5,12.0,1920 x 1080,256.0,8.0,0.0,60.0,Intel Iris Graphics,15.6,15.3886
dell,Free Dos,Intel Core i5,12.0,1920 x 1080,1.0,16.0,0.0,60.0,Intel Iris Graphics,15.6,15.8919
dell,Free Dos,Intel Core i5,12.0,1920 x 1080,1.0,20.0,0.0,60.0,Intel Iris Graphics,15.6,16.2504
dell,Free Dos,Intel Core i5,12.0,1920 x 1080,512.0,12.0,0.0,60.0,Intel Iris Graphics,15.6,14.9583
dell,Free Dos,Intel Core i5,12.0,1920 x 1080,512.0,16.0,0.0,60.0,Intel Iris Graphics,15.6,15.2818
casper,Windows,Intel Core i7,12.0,1920 x 1080,1.0,64.0,0.0,60.0,Intel Iris Graphics,15.6,31.899
dell,Windows,Intel Core i5,11.0,1366 x 768,256.0,8.0,1.0,60.0,Nvidia GeForce MX330,14.0,14.9223
dell,Windows,Intel Core i5,11.0,1366 x 768,256.0,12.0,0.0,60.0,Nvidia GeForce MX330,14.0,14.2403
dell,Windows,Intel Core i5,11.0,1366 x 768,512.0,16.0,0.0,60.0,Nvidia GeForce MX330,14.0,15.2099
dell,Windows,Intel Core i5,11.0,1366 x 768,256.0,20.0,0.0,60.0,Nvidia GeForce MX330,14.0,14.9223
dell,Windows,Intel Core i5,11.0,1366 x 768,256.0,20.0,0.0,60.0,Nvidia GeForce MX330,14.0,15.1011
dell,Windows,Intel Core i5,11.0,1366 x 768,256.0,24.0,0.0,60.0,Nvidia GeForce MX330,14.0,15.5324
dell,Windows,Intel Core i5,11.0,1366 x 768,512.0,8.0,1.0,60.0,Nvidia GeForce MX330,14.0,15.3886
dell,Free Dos,Intel Core i5,11.0,1366 x 768,2.0,12.0,0.0,60.0,Nvidia GeForce MX330,14.0,15.6043
dell,Free Dos,Intel Core i5,11.0,1366 x 768,256.0,32.0,0.0,60.0,Nvidia GeForce MX330,14.0,14.419
